"expo","outcome","mean","low95ci","up95ci"
"B37","K92",0.02276,0.01101,0.03451
"B37","L02",0.0085,0.00129,0.0157
"B37","L03",0.01407,0.00526,0.02287
"B37","L30",0.00156,-0.00231,0.00543
"B37","L40",0.00319,-0.00238,0.00875
"B37","L57",-0.0043,-0.0085,-1e-04
"B37","L72",-0.00622,-0.00983,-0.00262
"B37","L82",-0.00326,-0.00798,0.00146
"B37","L89",0.06012,0.04867,0.07156
"B37","L98",0.00386,-0.00342,0.01115
"B37","M06",-0.00205,-0.00628,0.00218
"B37","M10",-0.00629,-0.01421,0.00163
"B37","M13",-0.02219,-0.02791,-0.01648
"B37","M15",-0.00639,-0.00978,-0.003
"B37","M16",-0.02054,-0.02535,-0.01573
"B37","M17",-0.03864,-0.04453,-0.03274
"B37","M19",-0.01501,-0.0243,-0.00573
"B37","M20",-0.00396,-0.00612,-0.0018
"B37","M23",-0.02194,-0.02683,-0.01705
"B37","M25",-0.00103,-0.01001,0.00795
"B37","M47",-0.00594,-0.01169,-0.00018
"B37","M48",0.00167,-0.0047,0.00804
"B37","M51",0.00123,-0.00667,0.00912
"B37","M54",0.00955,-0.00182,0.02092
"B37","M65",-0.00826,-0.01032,-0.00621
"B37","M72",-0.00861,-0.01162,-0.00561
"B37","M75",-0.01279,-0.0171,-0.00848
"B37","M79",0.00994,-0.00063,0.02051
"B37","M81",0.0042,-7e-05,0.00848
"B37","N13",0.00548,-0.00065,0.01162
"B37","N17",0.1266,0.10638,0.14682
"B37","N18",0.01358,0.00246,0.02469
"B37","N20",-0.00796,-0.01139,-0.00452
"B37","N28",0.00217,-0.00297,0.00732
"B37","N32",-0.01751,-0.0231,-0.01191
"B37","N35",-0.00482,-0.00851,-0.00113
"B37","N39",0.0484,0.03482,0.06197
"B37","N40",-0.03912,-0.04934,-0.02891
"B37","N41",-0.00454,-0.00752,-0.00156
"B37","N42",-0.00525,-0.00723,-0.00326
"B37","N43",-0.00497,-0.00681,-0.00313
"B37","N47",0.001,-0.00435,0.00636
"B37","N48",0.00547,-0.00122,0.01217
"B37","N50",-0.00355,-0.00699,-0.00011
"B37","U07",0.01896,0.01089,0.02703
"B95","A04",0.01163,0.00671,0.01655
"B95","A09",0.04039,0.03075,0.05002
"B95","A41",0.12747,0.11336,0.14159
"B95","B37",0.03289,0.02544,0.04034
"B95","B96",0.1966,0.18,0.21319
"B95","C18",0.00351,-0.00126,0.00829
"B95","C34",-0.00224,-0.00546,0.00097
"B95","C44",-0.01925,-0.02568,-0.01281
"B95","C61",-0.02389,-0.03045,-0.01734
"B95","C67",-0.00434,-0.00718,-0.0015
"B95","C77",0.01289,0.00577,0.02
"B95","C78",0.02366,0.01547,0.03184
"B95","C79",0.01461,0.0073,0.02191
"B95","D12",-0.02344,-0.0307,-0.01619
"B95","D17",-0.00707,-0.01029,-0.00384
"B95","D22",-0.00492,-0.00688,-0.00295
"B95","D23",-0.0033,-0.00482,-0.00179
"B95","D50",0.0223,0.01407,0.03054
"B95","D64",0.05937,0.04796,0.07079
"B95","D69",0.01713,0.0113,0.02295
"B95","D70",0.02666,0.0189,0.03443
"B95","E03",-0.0049,-0.00942,-0.00037
"B95","E10",-0.00053,-0.00299,0.00194
"B95","E11",-0.01332,-0.02262,-0.00403
"B95","E14",-7e-05,-0.0034,0.00327
"B95","E66",0.00685,-0.00277,0.01648
"B95","E78",-0.03651,-0.05005,-0.02298
"B95","E83",0.02878,0.02136,0.0362
"B95","E86",0.04415,0.03535,0.05295
"B95","E87",0.09679,0.08403,0.10955
"B95","F05",0.04633,0.03797,0.05469
"B95","F10",0.00316,-0.00265,0.00898
"B95","F17",-0.00938,-0.0179,-0.00087
"B95","F32",0.01103,0.00271,0.01936
"B95","F41",0.00691,-0.00062,0.01444
"B95","G40",0.00434,-5e-05,0.00872
"B95","G45",-0.00288,-0.00578,2e-05
"B95","G47",-0.00333,-0.0081,0.00144
"B95","G55",-0.00252,-0.00603,0.00099
"B95","G56",-0.00555,-0.00966,-0.00145
"B95","G81",0.01258,0.0076,0.01756
"B95","H02",-0.00351,-0.00742,4e-04
"B95","H25",-0.02323,-0.02887,-0.0176
"B95","H26",-0.02907,-0.03515,-0.02298
"B95","H33",-0.00692,-0.00854,-0.0053
"B95","H35",-0.00424,-0.00847,0
"B95","H36",-0.00066,-0.00341,0.0021
"B95","H40",-0.00816,-0.01299,-0.00333
"B95","H52",-0.00979,-0.01227,-0.00731
"B95","H53",0.00212,-0.00226,0.0065
"B95","H91",-0.00069,-0.00585,0.00446
"B95","I08",0.02782,0.02028,0.03536
"B95","I10",-0.03136,-0.05322,-0.00951
"B95","I20",-0.0261,-0.03252,-0.01969
"B95","I21",-0.00833,-0.01398,-0.00268
"B95","I24",0.00194,-0.00176,0.00565
"B95","I25",-0.01914,-0.02974,-0.00853
"B95","I26",0.00967,0.00372,0.01562
"B95","I34",0.01412,0.00771,0.02053
"B95","I35",0.01243,0.00619,0.01868
"B95","I44",0.0105,0.00358,0.01742
"B95","I45",0.00333,-0.00155,0.00821
"B95","I47",0.00806,0.00309,0.01304
"B95","I48",0.01974,0.00796,0.03152
"B95","I49",0.00874,0.00294,0.01453
"B95","I50",0.03878,0.02935,0.0482
"B95","I51",0.03059,0.02141,0.03978
"B95","I63",0.00966,0.00346,0.01587
"B95","I67",0.01469,0.00829,0.0211
"B95","I70",0.00789,0.00383,0.01196
"B95","I71",-9e-04,-0.00447,0.00267
"B95","I73",0.00858,0.00381,0.01335
"B95","I80",0.01643,0.00967,0.02319
"B95","I83",0.00044,-0.00356,0.00444
"B95","I84",-0.02743,-0.0316,-0.02325
"B95","I95",0.05906,0.04822,0.0699
"B95","J18",0.10549,0.09128,0.11969
"B95","J22",0.0468,0.03691,0.05668
"B95","J33",-0.00148,-0.00437,0.00141
"B95","J34",5e-05,-0.0043,0.00439
"B95","J43",0.00139,-0.00221,0.00499
"B95","J44",-0.00456,-0.01086,0.00174
"B95","J45",-0.01852,-0.02685,-0.0102
"B95","J47",0.00667,0.00187,0.01148
"B95","J90",0.0771,0.06537,0.08883
"B95","J96",0.0434,0.0349,0.0519
"B95","J98",0.0416,0.03211,0.05109
"B95","K02",0.00235,-0.00168,0.00637
"B95","K13",-0.00067,-0.00361,0.00228
"B95","K20",-0.00547,-0.01028,-0.00067
"B95","K21",-0.0085,-0.01887,0.00187
"B95","K22",-0.00357,-0.01016,0.00303
"B95","K25",-0.00368,-0.00655,-0.00081
"B95","K26",0.0033,-0.00106,0.00766
"B95","K29",-0.02492,-0.03323,-0.0166
"B95","K30",-0.00908,-0.0122,-0.00596
"B95","K31",-0.00179,-0.00762,0.00403
"B95","K40",-0.03833,-0.04485,-0.0318
"B95","K42",-0.00049,-0.00462,0.00365
"B95","K43",0.01262,0.00702,0.01822
"B95","K44",-0.01877,-0.02758,-0.00996
"B95","K51",-0.00086,-0.00372,0.002
"B95","K52",0.00564,-0.00086,0.01214
"B95","K56",0.02654,0.01887,0.0342
"B95","K57",-0.02782,-0.03857,-0.01707
"B95","K58",-0.00278,-0.00642,0.00086
"B95","K59",0.06746,0.05451,0.08041
"B95","K60",-0.0013,-0.00383,0.00123
"B95","K62",-0.01714,-0.02486,-0.00941
"B95","K63",-0.01296,-0.02189,-0.00404
"B95","K64",-0.00064,-0.00807,0.00679
"B95","K66",0.01625,0.0097,0.02279
"B95","K76",0.02032,0.0131,0.02754
"B95","K80",0.0043,-0.00151,0.01011
"B95","K92",0.00872,0.00035,0.01709
"B95","L02",1,0.95822,1.04178
"B95","L03",0.12202,0.10799,0.13606
"B95","L30",0.00827,0.00335,0.01319
"B95","L40",0.00283,-0.00171,0.00737
"B95","L57",-0.00481,-0.00753,-0.00209
"B95","L72",-0.00505,-0.00803,-0.00206
"B95","L82",-0.00456,-0.00711,-0.00202
"B95","L89",0.04812,0.04036,0.05588
"B95","L98",0.00953,0.00364,0.01543
"B95","M06",-0.00039,-0.00387,0.00308
"B95","M10",-0.00035,-0.00685,0.00615
"B95","M13",-0.00979,-0.01623,-0.00335
"B95","M15",0.00239,-0.00253,0.0073
"B95","M16",-0.01053,-0.01619,-0.00488
"B95","M17",-0.02785,-0.03453,-0.02117
"B95","M19",0.00462,-0.00489,0.01413
"B95","M20",-0.00227,-0.00514,0.00061
"B95","M23",-0.01767,-0.02212,-0.01322
"B95","M25",0.01936,0.01063,0.0281
"B95","M47",0.00436,-0.00242,0.01115
"B95","M48",0.00581,0.00014,0.01149
"B95","M51",-0.00417,-0.00876,0.00042
"B95","M54",0.00671,-0.00128,0.01471
"B95","M65",0.00615,0.00144,0.01087
"B95","M72",-0.00418,-0.00818,-0.00019
"B95","M75",-0.01096,-0.01481,-0.0071
"B95","M79",0.01858,0.00992,0.02725
"B95","M81",0.00673,0.00168,0.01178
"B95","N13",0.0125,0.00653,0.01847
"B95","N17",0.13195,0.11706,0.14683
"B95","N18",0.02295,0.01422,0.03167
"B95","N20",-0.00051,-0.005,0.00398
"B95","N28",0.01205,0.00592,0.01819
"B95","N32",-0.00474,-0.0109,0.00141
"B95","N35",-0.00076,-0.0046,0.00308
"B95","N39",0.13532,0.1201,0.15054
"B95","N40",-0.01557,-0.02619,-0.00494
"B95","N41",-0.00178,-0.00467,0.00111
"B95","N42",-0.00546,-0.00722,-0.0037
"B95","N43",-0.00021,-0.00326,0.00284
"B95","N47",-0.0021,-0.00515,0.00095
"B95","N48",6e-04,-0.00322,0.00442
"B95","N50",0.00453,0.00019,0.00888
"B95","U07",0.01425,0.00846,0.02003
"B96","A04",0.01292,0.00876,0.01707
"B96","A09",0.05173,0.04327,0.06019
"B96","A41",0.17174,0.15919,0.18428
"B96","B37",0.03608,0.02969,0.04247
"B96","B95",0.12298,0.1119,0.13405
"B96","C18",0.00108,-0.00225,0.00442
"B96","C34",-0.00214,-0.00433,6e-05
"B96","C44",-0.02052,-0.02527,-0.01577
"B96","C61",-0.0076,-0.01411,-0.0011
"B96","C67",-0.00044,-0.00328,0.00241
"B96","C77",0.01333,0.00804,0.01862
"B96","C78",0.02274,0.01658,0.02889
"B96","C79",0.01549,0.01024,0.02075
"B96","D12",-0.01908,-0.02504,-0.01313
"B96","D17",-0.0045,-0.0078,-0.0012
"B96","D22",-0.00504,-0.00626,-0.00382
"B96","D23",-0.00256,-0.00412,-0.00101
"B96","D50",0.02218,0.01587,0.0285
"B96","D64",0.05688,0.04777,0.06599
"B96","D69",0.01657,0.01198,0.02115
"B96","D70",0.02383,0.01839,0.02927
"B96","E03",0.00063,-0.00394,0.00519
"B96","E10",0.00224,-0.00032,0.00481
"B96","E11",-0.00089,-0.00855,0.00678
"B96","E14",0.00055,-0.00218,0.00328
"B96","E66",0.00759,-0.00015,0.01532
"B96","E78",-0.03371,-0.04408,-0.02334
"B96","E83",0.03517,0.02837,0.04196
"B96","E86",0.05626,0.04874,0.06377
"B96","E87",0.10892,0.09852,0.11931
"B96","F05",0.04665,0.04081,0.05249
"B96","F10",0.00136,-0.00369,0.00642
"B96","F17",-0.00104,-0.00874,0.00666
"B96","F32",0.01424,0.00739,0.02108
"B96","F41",0.0103,0.00415,0.01645
"B96","G40",0.00559,0.00205,0.00913
"B96","G45",-0.00104,-0.00347,0.00139
"B96","G47",-0.00039,-0.00501,0.00423
"B96","G55",-0.00118,-0.00423,0.00187
"B96","G56",-0.00861,-0.01118,-0.00603
"B96","G81",0.00911,0.00541,0.0128
"B96","H02",-0.00482,-0.00752,-0.00212
"B96","H25",-0.01884,-0.02321,-0.01447
"B96","H26",-0.0273,-0.0322,-0.0224
"B96","H33",-0.00556,-0.00773,-0.00339
"B96","H35",-0.00872,-0.01142,-0.00603
"B96","H36",0.00037,-0.00203,0.00278
"B96","H40",-0.00862,-0.01193,-0.00531
"B96","H52",-0.00675,-0.00935,-0.00416
"B96","H53",0.00402,2e-05,0.00801
"B96","H91",0.00412,-3e-04,0.00854
"B96","I08",0.00533,0.00175,0.00892
"B96","I10",-0.02265,-0.04026,-0.00503
"B96","I20",-0.02287,-0.02798,-0.01776
"B96","I21",-0.00573,-0.01027,-0.0012
"B96","I24",0.00087,-0.00224,0.00398
"B96","I25",-0.02358,-0.0311,-0.01605
"B96","I26",0.01379,0.00843,0.01916
"B96","I34",0.00282,-0.00051,0.00616
"B96","I35",0.00088,-0.00291,0.00466
"B96","I44",0.00068,-0.00389,0.00525
"B96","I45",0.00546,0.00151,0.0094
"B96","I47",0.00157,-0.00153,0.00468
"B96","I48",0.01373,0.00564,0.02181
"B96","I49",0.00288,-0.00084,0.0066
"B96","I50",0.0234,0.01738,0.02942
"B96","I51",0.00869,0.00319,0.01418
"B96","I63",0.00379,-0.00036,0.00794
"B96","I67",0.01821,0.0131,0.02333
"B96","I70",0.00634,0.00315,0.00954
"B96","I71",-0.00164,-0.0041,0.00082
"B96","I73",0.00685,0.00301,0.01069
"B96","I80",0.01134,0.00661,0.01608
"B96","I83",-0.00264,-0.0056,0.00032
"B96","I84",-0.01775,-0.02252,-0.01299
"B96","I95",0.06711,0.05854,0.07567
"B96","J18",0.10215,0.0912,0.11311
"B96","J22",0.0605,0.05217,0.06883
"B96","J33",-0.00322,-0.00472,-0.00172
"B96","J34",-0.00281,-0.00562,1e-05
"B96","J43",0.00669,0.00346,0.00991
"B96","J44",0.00679,0.0011,0.01247
"B96","J45",-0.01062,-0.01798,-0.00325
"B96","J47",0.01475,0.01041,0.0191
"B96","J90",0.05912,0.05072,0.06753
"B96","J96",0.03685,0.03084,0.04286
"B96","J98",0.05248,0.04414,0.06082
"B96","K02",-0.00311,-0.00487,-0.00135
"B96","K13",-0.00245,-0.00453,-0.00038
"B96","K20",0.01004,0.00465,0.01542
"B96","K21",0.01214,0.00259,0.02169
"B96","K22",-4e-04,-0.00583,0.00503
"B96","K25",0.01093,0.00635,0.01552
"B96","K26",0.01922,0.01375,0.02469
"B96","K29",0.06456,0.05281,0.07632
"B96","K30",0.00178,-0.00222,0.00578
"B96","K31",0.00636,0.00079,0.01193
"B96","K40",-0.03247,-0.03805,-0.02688
"B96","K42",-0.00073,-0.00446,0.003
"B96","K43",0.01597,0.01091,0.02102
"B96","K44",0.00536,-0.00325,0.01398
"B96","K51",-0.00042,-0.00289,0.00204
"B96","K52",0.01065,0.00473,0.01658
"B96","K56",0.03285,0.02591,0.03979
"B96","K57",-0.01517,-0.02473,-0.0056
"B96","K58",0.00286,-0.00099,0.00671
"B96","K59",0.06437,0.05511,0.07362
"B96","K60",0.00367,-0.00017,0.00751
"B96","K62",-0.01328,-0.02033,-0.00623
"B96","K63",-0.00628,-0.01372,0.00116
"B96","K64",-0.00346,-0.00949,0.00258
"B96","K66",0.02383,0.01736,0.03029
"B96","K76",0.01876,0.01288,0.02465
"B96","K80",0.01709,0.01125,0.02292
"B96","K92",0.01482,0.0079,0.02174
"B96","L02",0.01602,0.01123,0.02081
"B96","L03",0.03986,0.03246,0.04726
"B96","L30",0.00235,-5e-04,0.0052
"B96","L40",-0.00033,-0.00289,0.00222
"B96","L57",-0.00572,-0.00775,-0.0037
"B96","L72",-0.00528,-0.0077,-0.00285
"B96","L82",-0.00438,-0.00654,-0.00222
"B96","L89",0.04437,0.0386,0.05015
"B96","L98",0.00057,-0.00323,0.00437
"B96","M06",-0.00041,-0.0035,0.00269
"B96","M10",-0.00158,-0.00644,0.00327
"B96","M13",-0.01352,-0.01819,-0.00885
"B96","M15",-0.00468,-0.00715,-0.00221
"B96","M16",-0.01364,-0.01766,-0.00961
"B96","M17",-0.03138,-0.03619,-0.02656
"B96","M19",0.00015,-0.0063,0.0066
"B96","M20",-0.00288,-0.00479,-0.00097
"B96","M23",-0.02005,-0.02318,-0.01691
"B96","M25",0.00399,-0.00142,0.00939
"B96","M47",0.00132,-0.00334,0.00599
"B96","M48",0.0014,-0.0027,0.0055
"B96","M51",-0.0032,-0.00703,0.00064
"B96","M54",0.00069,-0.0051,0.00648
"B96","M65",-0.00601,-0.00792,-0.0041
"B96","M72",-0.00701,-0.00971,-0.00432
"B96","M75",-0.01139,-0.01445,-0.00833
"B96","M79",0.01203,0.00574,0.01833
"B96","M81",0.00617,0.00264,0.0097
"B96","N13",0.02531,0.01955,0.03106
"B96","N17",0.13949,0.12803,0.15095
"B96","N18",0.0319,0.02499,0.0388
"B96","N20",0.00862,0.00376,0.01348
"B96","N28",0.02496,0.01874,0.03118
"B96","N32",0.0241,0.01694,0.03126
"B96","N35",0.00854,0.00461,0.01247
"B96","N39",0.42874,0.41216,0.44531
"B96","N40",0.04219,0.03129,0.05309
"B96","N41",0.00915,0.00446,0.01384
"B96","N42",-0.0017,-0.00372,0.00031
"B96","N43",0.00086,-0.00181,0.00354
"B96","N47",0.00534,0.00164,0.00903
"B96","N48",0.00581,0.00192,0.0097
"B96","N50",0.00687,0.00276,0.01098
"B96","U07",0.0217,0.0163,0.0271
"C18","A04",0.00979,0.00414,0.01544
"C18","A09",0.06171,0.04659,0.07683
"C18","A41",0.08658,0.07066,0.10249
"C18","B37",0.03019,0.01984,0.04054
"C18","B95",0.02327,0.01388,0.03265
"C18","B96",0.04062,0.02971,0.05153
"C18","C34",0.00177,-0.00294,0.00647
"C18","C44",-0.02493,-0.0304,-0.01946
"C18","C61",-0.01917,-0.02624,-0.0121
"C18","C67",-0.00168,-0.00527,0.00191
"C18","C77",0.24129,0.21913,0.26344
"C18","C78",0.30465,0.28009,0.32922
"C18","C79",0.09003,0.0749,0.10516
"C18","D12",0.18079,0.16022,0.20136
"C18","D17",-0.00418,-0.00803,-0.00033
"C18","D22",-0.00504,-0.00642,-0.00366
"C18","D23",-0.0046,-0.00554,-0.00367
"C18","D50",0.05765,0.04413,0.07117
"C18","D64",0.09145,0.0739,0.10899
"C18","D69",0.0085,0.00325,0.01375
"C18","D70",0.05931,0.04605,0.07257
"C18","E03",-0.00576,-0.01071,-0.00081
"C18","E10",0.00029,-0.00386,0.00444
"C18","E11",0.01443,0.00288,0.02598
"C18","E14",0.00564,-0.00219,0.01346
"C18","E66",0.01291,-0.00074,0.02657
"C18","E78",-0.00947,-0.02739,0.00846
"C18","E83",0.02868,0.01879,0.03856
"C18","E86",0.04772,0.0355,0.05995
"C18","E87",0.07637,0.05981,0.09293
"C18","F05",0.0084,0.0026,0.01419
"C18","F10",-0.00674,-0.0131,-0.00038
"C18","F17",-0.00072,-0.01166,0.01022
"C18","F32",-0.00534,-0.0139,0.00322
"C18","F41",0.01545,0.00401,0.0269
"C18","G40",-0.00157,-0.00498,0.00184
"C18","G45",-0.00693,-0.00863,-0.00523
"C18","G47",-0.00359,-0.0103,0.00313
"C18","G55",-0.00349,-0.00853,0.00156
"C18","G56",-0.00961,-0.0138,-0.00541
"C18","G81",-0.00014,-0.00475,0.00448
"C18","H02",-0.00875,-0.01152,-0.00598
"C18","H25",-0.02795,-0.03295,-0.02294
"C18","H26",-0.03297,-0.03931,-0.02663
"C18","H33",-0.00704,-0.00878,-0.00531
"C18","H35",-0.00833,-0.01193,-0.00473
"C18","H36",-0.00131,-0.00511,0.00249
"C18","H40",-0.00661,-0.01153,-0.00168
"C18","H52",-0.00831,-0.01104,-0.00557
"C18","H53",-0.00664,-0.00936,-0.00393
"C18","H91",0.00305,-0.00397,0.01007
"C18","I08",-0.00013,-0.0057,0.00544
"C18","I10",0.00223,-0.02094,0.02541
"C18","I20",-0.02308,-0.03121,-0.01495
"C18","I21",-0.01835,-0.02453,-0.01217
"C18","I24",-0.00276,-0.00715,0.00163
"C18","I25",-0.04359,-0.05333,-0.03386
"C18","I26",0.04834,0.0358,0.06087
"C18","I34",-0.00365,-0.00735,4e-05
"C18","I35",-0.00339,-0.00825,0.00147
"C18","I44",-0.00563,-0.01172,0.00045
"C18","I45",-0.00403,-0.00893,0.00088
"C18","I47",-0.0024,-0.0065,0.0017
"C18","I48",-0.00521,-0.01555,0.00513
"C18","I49",-0.00171,-0.00645,0.00303
"C18","I50",-0.00515,-0.01216,0.00185
"C18","I51",-0.01025,-0.01699,-0.00352
"C18","I63",-0.00648,-0.0117,-0.00126
"C18","I67",-0.01052,-0.01407,-0.00697
"C18","I70",9e-05,-0.004,0.00418
"C18","I71",-0.00226,-0.00592,0.0014
"C18","I73",-0.00186,-0.00656,0.00284
"C18","I80",0.01794,0.01015,0.02574
"C18","I83",-0.00404,-0.00965,0.00157
"C18","I84",-0.01041,-0.01782,-0.00299
"C18","I95",0.04048,0.02773,0.05323
"C18","J18",0.05968,0.04519,0.07417
"C18","J22",0.03803,0.02557,0.05049
"C18","J33",-0.00589,-0.00638,-0.0054
"C18","J34",-0.00337,-0.00967,0.00294
"C18","J43",0.00368,-0.00192,0.00928
"C18","J44",-0.01293,-0.01969,-0.00617
"C18","J45",-0.0069,-0.01815,0.00435
"C18","J47",-0.00097,-0.00494,0.00301
"C18","J90",0.05573,0.04176,0.0697
"C18","J96",0.01843,0.00883,0.02803
"C18","J98",0.0449,0.03252,0.05728
"C18","K02",-0.00588,-0.00784,-0.00392
"C18","K13",-0.0032,-0.00533,-0.00107
"C18","K20",-0.00228,-0.00813,0.00356
"C18","K21",-0.00096,-0.01525,0.01334
"C18","K22",-0.00209,-0.01031,0.00614
"C18","K25",-0.00439,-0.00846,-0.00032
"C18","K26",0.00119,-0.00304,0.00542
"C18","K29",-0.0091,-0.02014,0.00193
"C18","K30",-0.00305,-0.00999,0.00388
"C18","K31",0.00724,-0.00307,0.01755
"C18","K40",-0.0181,-0.02823,-0.00796
"C18","K42",0.00048,-0.00454,0.00549
"C18","K43",0.05704,0.04579,0.06829
"C18","K44",-0.00246,-0.01531,0.01038
"C18","K51",0.00292,-0.00461,0.01046
"C18","K52",0.04069,0.0288,0.05257
"C18","K56",0.15529,0.13647,0.17412
"C18","K57",0.10404,0.08567,0.12241
"C18","K58",-0.00106,-0.00642,0.0043
"C18","K59",0.06538,0.04921,0.08154
"C18","K60",0.00174,-0.00497,0.00845
"C18","K62",0.07046,0.05514,0.08577
"C18","K63",0.21054,0.18648,0.23461
"C18","K64",0.04018,0.02707,0.05329
"C18","K66",0.13514,0.11701,0.15327
"C18","K76",0.04226,0.02937,0.05515
"C18","K80",0.0165,0.00478,0.02821
"C18","K92",0.02859,0.01681,0.04036
"C18","L02",0.00092,-0.0028,0.00465
"C18","L03",0.0025,-0.00467,0.00968
"C18","L30",0.00303,-0.00232,0.00838
"C18","L40",0.00032,-0.00403,0.00468
"C18","L57",-0.00739,-0.01026,-0.00453
"C18","L72",-0.00724,-0.00991,-0.00458
"C18","L82",-0.00464,-0.00755,-0.00173
"C18","L89",0.01811,0.01047,0.02575
"C18","L98",-0.00399,-0.00861,0.00062
"C18","M06",-0.00429,-0.00851,-7e-05
"C18","M10",-0.00226,-0.00909,0.00456
"C18","M13",-0.0045,-0.01235,0.00334
"C18","M15",-0.00598,-0.00995,-0.002
"C18","M16",-0.01732,-0.02219,-0.01244
"C18","M17",-0.0282,-0.03641,-0.01999
"C18","M19",-0.00644,-0.01728,0.00439
"C18","M20",-0.00455,-0.00671,-0.00239
"C18","M23",-0.02361,-0.02673,-0.02049
"C18","M25",-0.01331,-0.02013,-0.0065
"C18","M47",-0.00301,-0.00928,0.00326
"C18","M48",-0.00703,-0.01173,-0.00232
"C18","M51",-0.00701,-0.0123,-0.00172
"C18","M54",-0.00355,-0.0132,0.0061
"C18","M65",-0.00696,-0.00992,-0.004
"C18","M72",-0.0099,-0.01266,-0.00715
"C18","M75",-0.0133,-0.01891,-0.00769
"C18","M79",0.00818,-0.00207,0.01842
"C18","M81",-0.00078,-0.00472,0.00315
"C18","N13",0.02729,0.01794,0.03663
"C18","N17",0.08194,0.06608,0.09781
"C18","N18",0.00286,-0.00537,0.01108
"C18","N20",3e-05,-0.00587,0.00593
"C18","N28",0.014,0.00679,0.02121
"C18","N32",-0.00502,-0.01243,0.00239
"C18","N35",-0.00492,-0.00812,-0.00171
"C18","N39",0.02302,0.01242,0.03362
"C18","N40",-0.01235,-0.02451,-2e-04
"C18","N41",-0.0036,-0.00597,-0.00122
"C18","N42",-0.00548,-0.00715,-0.00381
"C18","N43",-0.00193,-0.00468,0.00082
"C18","N47",-0.00247,-0.00626,0.00132
"C18","N48",6e-05,-0.00483,0.00494
"C18","N50",-0.00437,-0.00798,-0.00077
"C18","U07",0.0114,0.00365,0.01915
"C34","A04",0.00953,-0.00025,0.01932
"C34","A09",0.01448,0.00102,0.02795
"C34","A41",0.08057,0.05589,0.10526
"C34","B37",0.04555,0.03172,0.05937
"C34","B95",0.00735,-0.0055,0.0202
"C34","B96",0.01999,0.00272,0.03725
"C34","C18",-0.0057,-0.01042,-0.00099
"C34","C44",-0.03318,-0.03946,-0.0269
"C34","C61",-0.02704,-0.03908,-0.01501
"C34","C67",-0.008,-0.01006,-0.00594
"C34","C77",0.27158,0.24274,0.30041
"C34","C78",0.31709,0.28679,0.3474
"C34","C79",0.39546,0.36289,0.42803
"C34","D12",-0.04321,-0.05076,-0.03566
"C34","D17",-0.01053,-0.01267,-0.00838
"C34","D22",-0.00668,-0.00706,-0.0063
"C34","D23",-0.00458,-0.0055,-0.00366
"C34","D50",-0.00825,-0.02483,0.00834
"C34","D64",0.04549,0.02609,0.0649
"C34","D69",0.02092,0.01065,0.0312
"C34","D70",0.07484,0.05647,0.09321
"C34","E03",-0.01088,-0.01555,-0.00621
"C34","E10",-0.00062,-0.0038,0.00257
"C34","E11",-0.0265,-0.04848,-0.00453
"C34","E14",0.00044,-0.01481,0.01569
"C34","E66",0.00331,-0.01538,0.02199
"C34","E78",-0.05503,-0.07684,-0.03321
"C34","E83",0.05872,0.03691,0.08053
"C34","E86",0.03538,0.02143,0.04932
"C34","E87",0.05882,0.03963,0.07801
"C34","F05",0.01479,0.00503,0.02456
"C34","F10",-0.00817,-0.01488,-0.00145
"C34","F17",0.01427,-0.00602,0.03457
"C34","F32",-0.00542,-0.01768,0.00684
"C34","F41",0.00669,-0.00457,0.01794
"C34","G40",0.00368,-0.0104,0.01776
"C34","G45",-0.00714,-0.0093,-0.00498
"C34","G47",-0.01385,-0.02298,-0.00472
"C34","G55",0.00797,-0.00317,0.01911
"C34","G56",-0.01346,-0.01532,-0.01159
"C34","G81",-0.00092,-0.00464,0.0028
"C34","H02",-0.00983,-0.01417,-0.00549
"C34","H25",-0.03533,-0.0408,-0.02986
"C34","H26",-0.04597,-0.05197,-0.03996
"C34","H33",-0.00463,-0.0089,-0.00035
"C34","H35",-0.01503,-0.01715,-0.01291
"C34","H36",-0.00531,-0.00796,-0.00267
"C34","H40",-0.01333,-0.018,-0.00866
"C34","H52",-0.01248,-0.015,-0.00996
"C34","H53",-0.00295,-0.00748,0.00159
"C34","H91",-0.00348,-0.01028,0.00332
"C34","I08",0.00112,-0.01243,0.01468
"C34","I10",-0.09471,-0.12742,-0.062
"C34","I20",-0.0312,-0.04383,-0.01857
"C34","I21",-0.0158,-0.02509,-0.00652
"C34","I24",-0.00294,-0.01042,0.00454
"C34","I25",-0.05065,-0.06627,-0.03502
"C34","I26",0.06767,0.05033,0.08502
"C34","I34",-0.00055,-0.00841,0.0073
"C34","I35",-0.00596,-0.01174,-0.00018
"C34","I44",-0.00846,-0.01939,0.00246
"C34","I45",-0.00378,-0.01127,0.00372
"C34","I47",0.00087,-0.0073,0.00905
"C34","I48",0.0166,-0.00069,0.03388
"C34","I49",-0.00699,-0.01153,-0.00244
"C34","I50",-0.00933,-0.01705,-0.00161
"C34","I51",-0.01243,-0.02229,-0.00257
"C34","I63",-0.0035,-0.00941,0.00242
"C34","I67",-0.00389,-0.01125,0.00346
"C34","I70",-0.00414,-0.00609,-0.00219
