"expo","outcome","mean","low95ci","up95ci"
"M79","M65",0.00064,-0.00222,0.00349
"M79","M72",-0.00659,-0.00903,-0.00416
"M79","M75",-0.00119,-0.00476,0.00237
"M79","M81",0.00993,0.0065,0.01337
"M79","N13",0.0056,0.00208,0.00912
"M79","N17",0.0421,0.03522,0.04897
"M79","N18",0.01622,0.01082,0.02163
"M79","N20",-0.0029,-0.00562,-0.00018
"M79","N28",0.00502,0.00171,0.00832
"M79","N32",-0.00939,-0.01296,-0.00581
"M79","N35",-0.004,-0.00591,-0.00209
"M79","N39",0.0184,0.01243,0.02437
"M79","N40",-0.01458,-0.02123,-0.00794
"M79","N41",-0.00285,-0.00495,-0.00074
"M79","N42",-0.00236,-0.00422,-5e-04
"M79","N43",-0.00226,-0.00383,-7e-04
"M79","N47",-0.00419,-0.00579,-0.00259
"M79","N48",-0.00269,-0.00489,-5e-04
"M79","N50",0.00154,-0.00112,0.00419
"M79","U07",0.02132,0.01709,0.02556
"M81","A04",0.00366,-0.00155,0.00887
"M81","A09",0.0154,0.00336,0.02744
"M81","A41",0.03659,0.02355,0.04964
"M81","B37",0.01172,0.00355,0.01988
"M81","B95",0.01129,0.0027,0.01988
"M81","B96",0.02637,0.014,0.03874
"M81","C18",-0.00596,-0.00925,-0.00267
"M81","C34",-0.00035,-0.00524,0.00454
"M81","C44",-0.01056,-0.02035,-0.00077
"M81","C61",-0.00286,-0.01897,0.01325
"M81","C67",-0.00375,-0.00767,0.00017
"M81","C77",-0.00078,-0.00714,0.00557
"M81","C78",-0.00115,-0.00861,0.00632
"M81","C79",0.01107,-0.00143,0.02357
"M81","D12",-0.02738,-0.03702,-0.01774
"M81","D17",-0.00325,-0.0089,0.00241
"M81","D22",-0.00493,-0.00654,-0.00333
"M81","D23",-0.00429,-0.00536,-0.00321
"M81","D50",0.01598,0.00516,0.02679
"M81","D64",0.03762,0.02165,0.0536
"M81","D69",0.00804,0.00077,0.0153
"M81","D70",0.00246,-0.00409,0.00902
"M81","E03",-0.00322,-0.00874,0.00231
"M81","E10",5e-05,-0.00549,0.00559
"M81","E11",-0.00829,-0.02506,0.00848
"M81","E14",0.00381,-0.00462,0.01224
"M81","E66",0.01575,-0.0057,0.03719
"M81","E78",-0.02768,-0.04925,-0.00611
"M81","E83",0.02641,0.0155,0.03732
"M81","E86",0.02288,0.01285,0.03291
"M81","E87",0.05384,0.03422,0.07345
"M81","F05",0.02888,0.01912,0.03864
"M81","F10",-0.00291,-0.01034,0.00451
"M81","F17",0.01316,-0.00207,0.02838
"M81","F32",0.02249,0.00798,0.037
"M81","F41",0.01467,0.00381,0.02553
"M81","G40",0.00752,0.00061,0.01443
"M81","G45",-0.00418,-0.00754,-0.00082
"M81","G47",-0.00214,-0.01238,0.00809
"M81","G55",0.00017,-0.00687,0.00722
"M81","G56",-0.00408,-0.01033,0.00217
"M81","G81",0.00251,-0.00194,0.00696
"M81","H02",-0.00752,-0.01039,-0.00464
"M81","H25",0.0126,-0.0058,0.03099
"M81","H26",-0.01007,-0.02158,0.00144
"M81","H33",0.00087,-0.00701,0.00875
"M81","H35",-0.00047,-0.00659,0.00564
"M81","H36",-0.00132,-0.00587,0.00323
"M81","H40",0.00066,-0.00681,0.00813
"M81","H52",0.00841,-0.00238,0.01921
"M81","H53",0.00727,-0.00121,0.01574
"M81","H91",0.01464,0.00431,0.02497
"M81","I08",0.00469,-0.00194,0.01133
"M81","I10",-0.00098,-0.0657,0.06375
"M81","I20",-0.01866,-0.0292,-0.00812
"M81","I21",0.00134,-0.00806,0.01074
"M81","I24",0.00094,-0.00381,0.0057
"M81","I25",-0.0254,-0.04198,-0.00882
"M81","I26",0.00335,-0.00429,0.01099
"M81","I34",-0.00197,-0.00643,0.0025
"M81","I35",0.00941,-0.00065,0.01948
"M81","I44",0.00403,-0.00434,0.0124
"M81","I45",0.00847,0.00155,0.0154
"M81","I47",-0.00167,-0.00597,0.00264
"M81","I48",-0.00323,-0.01767,0.0112
"M81","I49",-0.00095,-0.00652,0.00462
"M81","I50",0.02316,0.01136,0.03497
"M81","I51",0.01332,0.00135,0.0253
"M81","I63",-0.00321,-0.00932,0.0029
"M81","I67",0.0194,0.00985,0.02895
"M81","I70",0.00474,-0.00032,0.0098
"M81","I71",-0.00123,-0.0056,0.00313
"M81","I73",0.00499,-0.00395,0.01393
"M81","I80",0.00107,-0.0051,0.00725
"M81","I83",0.00298,-0.00452,0.01047
"M81","I84",-0.02718,-0.0335,-0.02086
"M81","I95",0.03453,0.02164,0.04742
"M81","J18",0.05016,0.03423,0.06609
"M81","J22",0.01757,0.00694,0.02821
"M81","J33",-0.00352,-0.00582,-0.00121
"M81","J34",-0.00413,-0.01023,0.00198
"M81","J43",0.00814,0.00233,0.01395
"M81","J44",0.01451,0.00273,0.02629
"M81","J45",-0.01702,-0.03075,-0.00328
"M81","J47",0.01139,0.0024,0.02039
"M81","J90",0.02427,0.01234,0.0362
"M81","J96",0.02554,0.00875,0.04233
"M81","J98",0.03376,0.02079,0.04674
"M81","K02",-0.00238,-0.00565,0.00089
"M81","K13",0.00221,-0.00344,0.00785
"M81","K20",-0.00066,-0.00834,0.00702
"M81","K21",0.00704,-0.00964,0.02372
"M81","K22",0.00109,-0.00872,0.01089
"M81","K25",0.00341,-0.004,0.01083
"M81","K26",-0.00104,-0.00441,0.00232
"M81","K29",-0.00766,-0.0243,0.00897
"M81","K30",-0.0077,-0.0119,-0.00351
"M81","K31",0.01113,-0.00015,0.02241
"M81","K40",-0.01841,-0.02978,-0.00703
"M81","K42",0.00218,-0.01205,0.0164
"M81","K43",0.00097,-0.00596,0.0079
"M81","K44",-0.00193,-0.01598,0.01212
"M81","K51",-0.00308,-0.00529,-0.00086
"M81","K52",-0.00884,-0.01456,-0.00311
"M81","K56",0.00486,-0.00207,0.01179
"M81","K57",-0.02951,-0.04557,-0.01344
"M81","K58",0.00178,-0.00475,0.00831
"M81","K59",0.04501,0.02859,0.06143
"M81","K60",0.00022,-0.00504,0.00548
"M81","K62",-0.01891,-0.03005,-0.00776
"M81","K63",-0.01956,-0.03289,-0.00622
"M81","K64",0.00723,-0.00479,0.01924
"M81","K66",0.00849,-0.00171,0.01869
"M81","K76",0.01344,0.00092,0.02596
"M81","K80",-0.00377,-0.01155,0.00401
"M81","K92",0.00362,-0.00689,0.01412
"M81","L02",-0.00118,-0.0056,0.00323
"M81","L03",0.01149,0.00142,0.02155
"M81","L30",0.00103,-0.0037,0.00576
"M81","L40",0.00446,-0.00306,0.01198
"M81","L57",-0.00418,-0.00772,-0.00064
"M81","L72",-0.00681,-0.01029,-0.00333
"M81","L82",-0.00272,-0.00593,5e-04
"M81","L89",0.01752,0.0108,0.02423
"M81","L98",0.00558,-0.00219,0.01335
"M81","M06",0.01006,0.00271,0.01741
"M81","M10",0.00377,-0.00676,0.0143
"M81","M13",0.01918,0.00215,0.03621
"M81","M15",0.00973,0.00093,0.01854
"M81","M16",0.00491,-0.01005,0.01986
"M81","M17",-0.01935,-0.03112,-0.00759
"M81","M19",0.07297,0.05135,0.09458
"M81","M20",-0.00198,-0.00524,0.00128
"M81","M23",-0.01918,-0.02562,-0.01274
"M81","M25",0.01663,0.0035,0.02977
"M81","M47",0.0174,0.00578,0.02901
"M81","M48",0.01457,0.00477,0.02437
"M81","M51",0.00405,-0.00331,0.01142
"M81","M54",0.03273,0.01594,0.04953
"M81","M65",-0.00161,-0.00659,0.00338
"M81","M72",-0.00427,-0.00894,4e-04
"M81","M75",-0.00505,-0.01314,0.00304
"M81","M79",0.01174,-0.00158,0.02506
"M81","N13",-0.00287,-0.00723,0.00148
"M81","N17",0.04014,0.01835,0.06193
"M81","N18",0.01129,-0.00153,0.02412
"M81","N20",0.00548,-0.00239,0.01336
"M81","N28",0.01364,0.00175,0.02552
"M81","N32",-0.00501,-0.01304,0.00302
"M81","N35",-0.00205,-0.00592,0.00181
"M81","N39",0.02673,0.0126,0.04086
"M81","N40",0.00616,-0.01437,0.02669
"M81","N41",0.00033,-0.00487,0.00553
"M81","N42",-0.00307,-0.00624,0.00011
"M81","N43",-0.00404,-0.00588,-0.0022
"M81","N47",-0.00514,-0.00804,-0.00225
"M81","N48",-0.00206,-0.00761,0.00349
"M81","N50",-0.00131,-0.00674,0.00411
"M81","U07",0.01854,0.00859,0.02848
"N13","A04",0.00563,0.00171,0.00955
"N13","A09",0.01755,0.00969,0.02541
"N13","A41",0.09249,0.08038,0.1046
"N13","B37",0.01448,0.00905,0.01992
"N13","B95",0.0302,0.02245,0.03796
"N13","B96",0.06585,0.05512,0.07658
"N13","C18",-0.00059,-0.0046,0.00342
"N13","C34",-0.00382,-0.00662,-0.00102
"N13","C44",-0.02291,-0.02831,-0.01752
"N13","C61",0.02176,0.01205,0.03147
"N13","C67",0.03996,0.03222,0.0477
"N13","C77",0.04877,0.0397,0.05785
"N13","C78",0.07027,0.05983,0.08072
"N13","C79",0.07971,0.06906,0.09036
"N13","D12",-0.02816,-0.03494,-0.02139
"N13","D17",-0.00708,-0.01016,-0.004
"N13","D22",-0.00548,-0.00664,-0.00432
"N13","D23",-0.00306,-0.0049,-0.00122
"N13","D50",0.00311,-0.00353,0.00976
"N13","D64",0.06053,0.04942,0.07164
"N13","D69",0.00737,0.00292,0.01182
"N13","D70",0.0178,0.01151,0.02409
"N13","E03",-0.0043,-0.00883,0.00024
"N13","E10",-0.00185,-0.0041,4e-04
"N13","E11",0.00167,-0.0081,0.01144
"N13","E14",0.00095,-0.00269,0.00458
"N13","E66",0.01699,0.00651,0.02748
"N13","E78",-0.02877,-0.04209,-0.01546
"N13","E83",0.03208,0.02434,0.03982
"N13","E86",0.05897,0.0489,0.06905
"N13","E87",0.07425,0.06276,0.08573
"N13","F05",0.01679,0.01102,0.02255
"N13","F10",-0.00934,-0.01374,-0.00493
"N13","F17",0.00012,-0.00904,0.00927
"N13","F32",-0.00238,-0.00932,0.00457
"N13","F41",0.00509,-0.00229,0.01246
"N13","G40",-0.00395,-0.00675,-0.00114
"N13","G45",-0.00383,-0.00685,-0.00081
"N13","G47",-0.005,-0.01016,0.00016
"N13","G55",-0.00157,-0.00531,0.00217
"N13","G56",-0.00938,-0.01261,-0.00615
"N13","G81",-0.00174,-0.00455,0.00107
"N13","H02",-0.01079,-0.01265,-0.00892
"N13","H25",-0.02849,-0.03347,-0.02351
"N13","H26",-0.0351,-0.0408,-0.0294
"N13","H33",-0.00579,-0.00828,-0.0033
"N13","H35",-0.01014,-0.01318,-0.0071
"N13","H36",-0.00307,-0.00512,-0.00103
"N13","H40",-0.01008,-0.01452,-0.00564
"N13","H52",-0.00895,-0.01173,-0.00617
"N13","H53",-0.00371,-0.00665,-0.00077
"N13","H91",-0.00033,-0.00566,0.005
"N13","I08",-0.00263,-0.00709,0.00183
"N13","I10",0.00903,-0.0116,0.02967
"N13","I20",-0.02895,-0.03489,-0.02302
"N13","I21",-0.01529,-0.02055,-0.01003
"N13","I24",-0.00434,-0.00696,-0.00171
"N13","I25",-0.04465,-0.05308,-0.03621
"N13","I26",0.01635,0.00995,0.02274
"N13","I34",-0.00133,-0.00509,0.00242
"N13","I35",-0.00363,-0.00776,5e-04
"N13","I44",-0.01151,-0.01595,-0.00706
"N13","I45",0.00011,-0.00465,0.00487
"N13","I47",-0.00576,-0.00869,-0.00284
"N13","I48",-0.0202,-0.02931,-0.01109
"N13","I49",-0.00742,-0.01063,-0.00421
"N13","I50",-0.00092,-0.00767,0.00583
"N13","I51",-0.00667,-0.01283,-0.00051
"N13","I63",-0.00612,-0.0104,-0.00183
"N13","I67",0.00071,-0.00441,0.00583
"N13","I70",0.00197,-0.00163,0.00557
"N13","I71",0.00023,-0.00361,0.00408
"N13","I73",-0.00184,-0.00612,0.00245
"N13","I80",0.01548,0.00934,0.02162
"N13","I83",-0.00778,-0.01048,-0.00509
"N13","I84",-0.0254,-0.03022,-0.02059
"N13","I95",0.02079,0.01275,0.02882
"N13","J18",0.02791,0.0175,0.03832
"N13","J22",0.00192,-0.00419,0.00802
"N13","J33",-0.00469,-0.00652,-0.00287
"N13","J34",-0.00636,-0.00824,-0.00447
"N13","J43",-0.00186,-0.00493,0.00121
"N13","J44",-0.01532,-0.02094,-0.00971
"N13","J45",-0.02196,-0.02959,-0.01433
"N13","J47",0.00056,-0.0027,0.00382
"N13","J90",0.03361,0.02435,0.04287
"N13","J96",0.00189,-0.00329,0.00707
"N13","J98",0.0228,0.01485,0.03075
"N13","K02",-0.00487,-0.00711,-0.00264
"N13","K13",-0.00327,-0.00558,-0.00096
"N13","K20",-0.01044,-0.01426,-0.00662
"N13","K21",-0.01315,-0.02292,-0.00338
"N13","K22",-0.01477,-0.01985,-0.0097
"N13","K25",-0.00397,-0.00716,-0.00079
"N13","K26",-0.00057,-0.0037,0.00255
"N13","K29",-0.03466,-0.04232,-0.02699
"N13","K30",-0.00987,-0.01254,-0.00719
"N13","K31",-0.00337,-0.00925,0.00251
"N13","K40",-0.02098,-0.02936,-0.0126
"N13","K42",-0.00104,-0.00542,0.00335
"N13","K43",0.00454,0.00064,0.00845
"N13","K44",-0.02789,-0.0354,-0.02039
"N13","K51",-0.00327,-0.00507,-0.00146
"N13","K52",-0.00471,-0.01012,0.00069
"N13","K56",0.02854,0.02093,0.03614
"N13","K57",-0.019,-0.03026,-0.00774
"N13","K58",-0.00021,-0.00439,0.00397
"N13","K59",0.06946,0.05715,0.08176
"N13","K60",-0.00373,-0.00557,-0.00189
"N13","K62",-0.02844,-0.03454,-0.02235
"N13","K63",-0.02362,-0.03119,-0.01604
"N13","K64",-0.00226,-0.00967,0.00515
"N13","K66",0.01303,0.00712,0.01894
"N13","K76",0.01952,0.01219,0.02686
"N13","K80",0.01399,0.00667,0.02131
"N13","K92",-0.00249,-0.00938,0.0044
"N13","L02",-3e-04,-0.00376,0.00316
"N13","L03",-0.00154,-0.00724,0.00416
"N13","L30",-0.0036,-0.00596,-0.00123
"N13","L40",-0.00218,-0.00516,0.00081
"N13","L57",-0.00382,-0.00692,-0.00072
"N13","L72",-0.00555,-0.0085,-0.00261
"N13","L82",-0.00385,-0.00625,-0.00145
"N13","L89",0.02062,0.01444,0.02679
"N13","L98",-0.00495,-0.00871,-0.00119
"N13","M06",0.0012,-0.00303,0.00544
"N13","M10",0.00247,-0.00406,0.009
"N13","M13",-0.00191,-0.00875,0.00493
"N13","M15",-0.00396,-0.00758,-0.00034
"N13","M16",-0.01923,-0.02322,-0.01525
"N13","M17",-0.02956,-0.03582,-0.0233
"N13","M19",-0.00366,-0.01236,0.00504
"N13","M20",-0.00277,-0.00548,-6e-05
"N13","M23",-0.02175,-0.02473,-0.01877
"N13","M25",-0.00743,-0.01362,-0.00125
"N13","M47",0.0084,0.00127,0.01553
"N13","M48",-8e-04,-0.00542,0.00381
"N13","M51",-0.00157,-0.00656,0.00341
"N13","M54",0.01963,0.01005,0.02922
"N13","M65",-0.00728,-0.00969,-0.00487
"N13","M72",-0.00905,-0.01216,-0.00594
"N13","M75",-0.01514,-0.01814,-0.01213
"N13","M79",0.00084,-0.00584,0.00753
"N13","M81",0.00268,-0.00133,0.00669
"N13","N17",0.24012,0.22261,0.25763
"N13","N18",0.10329,0.09069,0.11588
"N13","N20",1,0.95982,1.04018
"N13","N28",0.08309,0.07185,0.09434
"N13","N32",0.10186,0.08884,0.11488
"N13","N35",0.02514,0.01842,0.03185
"N13","N39",0.14661,0.13156,0.16166
"N13","N40",0.13397,0.11739,0.15055
"N13","N41",0.00665,0.00198,0.01131
"N13","N42",0.0076,0.00313,0.01207
"N13","N43",0.00138,-0.00204,0.00479
"N13","N47",0.00391,-0.00025,0.00807
"N13","N48",0.00259,-0.00181,0.00698
"N13","N50",0.00638,0.00145,0.01131
"N13","U07",0.01144,0.00578,0.0171
"N17","A04",0.02532,0.02078,0.02986
"N17","A09",0.09539,0.08706,0.10371
"N17","A41",0.19567,0.18528,0.20606
"N17","B37",0.03575,0.03072,0.04078
"N17","B95",0.04785,0.04177,0.05393
"N17","B96",0.09104,0.08342,0.09866
"N17","C18",-0.00239,-0.00463,-0.00015
"N17","C34",-0.00118,-0.00303,0.00068
"N17","C44",-0.02632,-0.02968,-0.02295
"N17","C61",-0.02033,-0.02406,-0.01659
"N17","C67",-0.00075,-0.00276,0.00126
"N17","C77",0.01788,0.01313,0.02263
"N17","C78",0.0395,0.03326,0.04574
"N17","C79",0.02957,0.02424,0.03491
"N17","D12",-0.03462,-0.03842,-0.03081
"N17","D17",-0.00988,-0.01099,-0.00877
"N17","D22",-0.00498,-0.00589,-0.00407
"N17","D23",-0.00354,-0.00439,-0.00268
"N17","D50",0.02584,0.02089,0.03079
"N17","D64",0.10655,0.09745,0.11565
"N17","D69",0.03963,0.03384,0.04543
"N17","D70",0.03431,0.02934,0.03927
"N17","E03",0.00015,-0.0028,0.00309
"N17","E10",0.00258,0.00036,0.0048
"N17","E11",0.00596,-0.00086,0.01279
"N17","E14",9e-05,-0.00187,0.00206
"N17","E66",0.00961,0.00345,0.01577
"N17","E78",-0.04104,-0.04855,-0.03353
"N17","E83",0.07751,0.0702,0.08482
"N17","E86",0.15778,0.14887,0.16668
"N17","E87",0.26403,0.25202,0.27605
"N17","F05",0.07016,0.06436,0.07596
"N17","F10",0.01257,0.00753,0.01762
"N17","F17",-0.0054,-0.01122,0.00042
"N17","F32",0.01657,0.01023,0.02291
"N17","F41",0.01225,0.00665,0.01785
"N17","G40",0.00439,0.00133,0.00746
"N17","G45",-0.00362,-0.00517,-0.00208
"N17","G47",-0.00352,-0.00651,-0.00053
"N17","G55",-0.00212,-0.00466,0.00042
"N17","G56",-0.0113,-0.01273,-0.00986
"N17","G81",0.00992,0.00677,0.01307
"N17","H02",-0.00822,-0.00989,-0.00654
"N17","H25",-0.02635,-0.02935,-0.02336
"N17","H26",-0.03288,-0.03631,-0.02946
"N17","H33",-0.00725,-0.00834,-0.00616
"N17","H35",-0.00739,-0.00943,-0.00536
"N17","H36",0.00218,0.00055,0.00381
"N17","H40",-0.01033,-0.01286,-0.00779
"N17","H52",-0.00852,-0.01019,-0.00686
"N17","H53",0.00116,-0.00122,0.00353
"N17","H91",0.00039,-0.00303,0.00381
"N17","I08",0.02945,0.02481,0.0341
"N17","I10",0.02247,0.00741,0.03752
"N17","I20",-0.0193,-0.02324,-0.01536
"N17","I21",0.0096,0.00483,0.01436
"N17","I24",0.0065,0.00359,0.00941
"N17","I25",-0.00871,-0.01552,-0.00189
"N17","I26",0.02371,0.01889,0.02854
"N17","I34",0.01919,0.01489,0.02349
"N17","I35",0.00882,0.00529,0.01234
"N17","I44",0.02026,0.01557,0.02495
"N17","I45",0.01264,0.00919,0.01608
"N17","I47",0.01561,0.01193,0.01929
"N17","I48",0.06474,0.0564,0.07308
"N17","I49",0.00746,0.00432,0.01061
"N17","I50",0.07813,0.07108,0.08518
"N17","I51",0.04664,0.04028,0.053
"N17","I63",0.00967,0.00587,0.01347
"N17","I67",0.0224,0.01795,0.02685
"N17","I70",0.00764,0.00523,0.01005
"N17","I71",0.00611,0.0032,0.00901
"N17","I73",0.00901,0.00561,0.01241
"N17","I80",0.01358,0.00963,0.01754
"N17","I83",-0.0029,-0.00483,-0.00097
"N17","I84",-0.02958,-0.03292,-0.02625
"N17","I95",0.12329,0.1146,0.13197
"N17","J18",0.17969,0.16887,0.1905
"N17","J22",0.05009,0.04365,0.05653
"N17","J33",-0.00458,-0.0059,-0.00326
"N17","J34",-0.004,-0.00663,-0.00138
"N17","J43",0.00769,0.00542,0.00996
"N17","J44",0.00568,0.00162,0.00974
"N17","J45",-0.02814,-0.03273,-0.02355
"N17","J47",0.00782,0.00497,0.01067
"N17","J90",0.10924,0.10047,0.11801
"N17","J96",0.09898,0.09095,0.10701
"N17","J98",0.05919,0.05214,0.06625
"N17","K02",-0.00381,-0.00527,-0.00236
"N17","K13",-0.00359,-0.00496,-0.00223
"N17","K20",-0.00086,-0.00418,0.00247
"N17","K21",-0.00927,-0.016,-0.00253
"N17","K22",-0.00614,-0.00997,-0.0023
"N17","K25",-0.00022,-0.00236,0.00192
"N17","K26",0.00574,0.00326,0.00821
"N17","K29",-0.01983,-0.02527,-0.01438
"N17","K30",-0.01079,-0.01246,-0.00911
"N17","K31",0.00245,-0.00191,0.00682
"N17","K40",-0.04081,-0.04487,-0.03675
"N17","K42",-0.00423,-0.00634,-0.00213
"N17","K43",0.00613,0.00315,0.00911
"N17","K44",-0.01898,-0.0242,-0.01377
"N17","K51",0.00027,-0.00191,0.00245
"N17","K52",0.01324,0.00822,0.01825
"N17","K56",0.03898,0.03343,0.04452
"N17","K57",-0.04208,-0.04785,-0.03632
"N17","K58",-0.0017,-0.00432,0.00092
"N17","K59",0.08199,0.07384,0.09013
"N17","K60",-0.00321,-0.00487,-0.00155
"N17","K62",-0.02606,-0.03061,-0.02152
"N17","K63",-0.01837,-0.02405,-0.01269
"N17","K64",-0.00425,-0.00902,0.00053
"N17","K66",0.01934,0.01458,0.02409
"N17","K76",0.03952,0.0328,0.04624
"N17","K80",0.0165,0.01188,0.02111
"N17","K92",0.0284,0.02217,0.03464
"N17","L02",0.00269,0.00023,0.00515
"N17","L03",0.03513,0.02913,0.04114
"N17","L30",0.00275,0.00019,0.00531
"N17","L40",-0.00129,-0.00314,0.00057
"N17","L57",-0.00575,-0.00798,-0.00353
"N17","L72",-0.00879,-0.00987,-0.0077
"N17","L82",-0.00619,-0.00744,-0.00493
"N17","L89",0.05455,0.04926,0.05983
"N17","L98",0.00052,-0.00243,0.00347
"N17","M06",-0.00134,-0.00335,0.00068
"N17","M10",0.0144,0.0096,0.0192
"N17","M13",-0.01506,-0.01847,-0.01166
"N17","M15",-0.00654,-0.00825,-0.00483
"N17","M16",-0.01627,-0.0192,-0.01333
"N17","M17",-0.03238,-0.03601,-0.02875
"N17","M19",0.00016,-0.00516,0.00548
"N17","M20",-0.00533,-0.00638,-0.00428
"N17","M23",-0.02619,-0.02748,-0.02491
"N17","M25",0.00784,0.00281,0.01286
"N17","M47",-5e-05,-0.00356,0.00346
"N17","M48",0.00368,0.00022,0.00714
"N17","M51",-0.0046,-0.00772,-0.00148
"N17","M54",0.01241,0.0069,0.01793
"N17","M65",-0.00732,-0.00885,-0.00578
"N17","M72",-0.00648,-0.00899,-0.00396
"N17","M75",-0.01544,-0.01726,-0.01362
"N17","M79",0.01247,0.00735,0.01759
"N17","M81",0.00751,0.00419,0.01083
"N17","N13",0.081,0.07345,0.08854
"N17","N18",0.13474,0.12604,0.14344
"N17","N20",0.01446,0.00983,0.0191
"N17","N28",0.0427,0.03718,0.04823
"N17","N32",0.00787,0.00327,0.01247
"N17","N35",0.00082,-0.00172,0.00337
"N17","N39",0.12404,0.11525,0.13283
"N17","N40",0.01129,0.00435,0.01823
"N17","N41",0.00028,-0.00197,0.00254
"N17","N42",-0.00296,-0.00438,-0.00154
"N17","N43",-0.00155,-0.00312,2e-05
"N17","N47",0.00197,-0.00064,0.00459
"N17","N48",0.00153,-0.00186,0.00493
"N17","N50",0.00098,-0.00158,0.00353
"N17","U07",0.04662,0.04116,0.05207
"N18","A04",0.00741,0.00396,0.01086
"N18","A09",0.04143,0.03265,0.0502
"N18","A41",0.05382,0.04643,0.06121
"N18","B37",0.00904,0.00584,0.01224
"N18","B95",0.017,0.0122,0.02181
"N18","B96",0.03234,0.02579,0.0389
"N18","C18",-0.00523,-0.00695,-0.00352
"N18","C34",-0.00298,-0.00492,-0.00105
"N18","C44",-0.00629,-0.01177,-8e-04
"N18","C61",-0.00195,-0.00952,0.00562
"N18","C67",0.00229,-0.00023,0.00481
"N18","C77",-5e-04,-0.00369,0.00269
"N18","C78",0.01128,0.00556,0.01699
"N18","C79",0.00652,0.0015,0.01154
"N18","D12",-0.01827,-0.0235,-0.01303
"N18","D17",-0.00286,-0.00639,0.00067
"N18","D22",-0.00042,-0.00274,0.00189
"N18","D23",-0.00249,-0.00368,-0.0013
"N18","D50",0.02432,0.01874,0.0299
"N18","D64",0.06626,0.05636,0.07616
"N18","D69",0.01216,0.00868,0.01564
"N18","D70",0.00912,0.00462,0.01361
"N18","E03",0.00948,0.00441,0.01456
"N18","E10",0.00122,-0.00071,0.00316
"N18","E11",0.0161,0.00729,0.02492
"N18","E14",0.00311,9e-05,0.00614
"N18","E66",0.04039,0.03148,0.0493
"N18","E78",0.03718,0.02351,0.05086
"N18","E83",0.0321,0.02556,0.03864
"N18","E86",0.0539,0.0455,0.06229
"N18","E87",0.10515,0.09476,0.11554
"N18","F05",0.02546,0.02124,0.02968
"N18","F10",0.0015,-0.00425,0.00726
"N18","F17",-0.0113,-0.01873,-0.00387
"N18","F32",0.01447,0.006,0.02294
"N18","F41",0.01781,0.00964,0.02598
"N18","G40",-0.00021,-0.00296,0.00254
"N18","G45",0.00094,-0.00164,0.00352
"N18","G47",0.00642,0.00139,0.01144
"N18","G55",-0.00327,-0.00625,-0.00028
"N18","G56",-0.00492,-0.00856,-0.00127
"N18","G81",0.00517,0.00234,0.00799
"N18","H02",-0.0064,-0.00834,-0.00446
"N18","H25",-0.0097,-0.0141,-0.0053
"N18","H26",-0.01143,-0.01695,-0.00591
"N18","H33",-0.00524,-0.00702,-0.00346
"N18","H35",-4e-04,-0.00307,0.00228
"N18","H36",0.00752,0.00515,0.0099
"N18","H40",-0.00457,-0.00784,-0.0013
"N18","H52",-0.00401,-0.00638,-0.00164
"N18","H53",0.00061,-0.00196,0.00318
"N18","H91",0.01256,0.00717,0.01795
"N18","I08",0.02735,0.0219,0.03281
"N18","I10",0.18582,0.16365,0.208
"N18","I20",0.00479,-0.00133,0.0109
"N18","I21",0.00724,0.00168,0.0128
"N18","I24",0.00489,0.00205,0.00773
"N18","I25",0.02711,0.01655,0.03766
"N18","I26",0.0076,0.00281,0.01239
"N18","I34",0.02131,0.01567,0.02696
"N18","I35",0.01208,0.00784,0.01632
"N18","I44",0.02014,0.01474,0.02555
"N18","I45",0.00953,0.00609,0.01297
"N18","I47",0.00869,0.00525,0.01213
"N18","I48",0.04192,0.03267,0.05116
"N18","I49",0.00842,0.00481,0.01202
"N18","I50",0.05931,0.05158,0.06704
"N18","I51",0.0487,0.04056,0.05685
"N18","I63",0.00758,0.00324,0.01192
"N18","I67",0.01764,0.01286,0.02243
"N18","I70",0.01119,0.00744,0.01494
"N18","I71",0.00688,0.00398,0.00977
"N18","I73",0.01394,0.0102,0.01767
"N18","I80",0.00462,0.00071,0.00852
"N18","I83",-0.00146,-0.00383,9e-04
"N18","I84",-0.0289,-0.03172,-0.02608
"N18","I95",0.05145,0.0442,0.05869
"N18","J18",0.06698,0.05641,0.07754
"N18","J22",0.01741,0.01213,0.02269
"N18","J33",-0.00455,-0.00563,-0.00348
"N18","J34",-0.00567,-0.00711,-0.00423
"N18","J43",0.00572,0.00286,0.00859
"N18","J44",0.00738,0.00195,0.01282
"N18","J45",-0.01041,-0.01796,-0.00286
"N18","J47",0.00749,0.00387,0.01112
"N18","J90",0.04693,0.03899,0.05488
"N18","J96",0.02699,0.02031,0.03368
"N18","J98",0.02088,0.01532,0.02645
"N18","K02",-0.00097,-0.00385,0.00192
"N18","K13",-0.00434,-0.00603,-0.00264
"N18","K20",-0.00426,-0.00795,-0.00058
"N18","K21",0.01371,0.00391,0.0235
"N18","K22",-0.00417,-0.01055,0.0022
"N18","K25",0.00611,0.00195,0.01027
"N18","K26",0.00313,0.00013,0.00612
"N18","K29",-0.00837,-0.01625,-0.00049
"N18","K30",-0.00686,-0.01067,-0.00306
"N18","K31",0.00156,-0.00327,0.00639
"N18","K40",-0.02398,-0.02987,-0.01809
"N18","K42",-0.00081,-0.00423,0.00261
"N18","K43",0.00077,-0.00157,0.00311
"N18","K44",-0.01018,-0.01758,-0.00279
