"expo","outcome","mean","low95ci","up95ci"
"B95","N20",0.00231,-0.00161,0.00623
"B95","N28",0.01226,0.00536,0.01915
"B95","N30",-0.00019,-0.00361,0.00322
"B95","N32",0.00819,0.00166,0.01472
"B95","N39",0.12793,0.10839,0.14748
"B95","N73",0.00751,0.00056,0.01446
"B95","N80",-0.00285,-0.00587,0.00017
"B95","N81",-0.02193,-0.02776,-0.01611
"B95","N83",0.00095,-0.00593,0.00783
"B95","N84",-0.01253,-0.0187,-0.00635
"B95","N85",-0.00346,-0.00832,0.00141
"B95","N88",-0.0012,-0.00422,0.00182
"B95","N90",0.00036,-0.00385,0.00457
"B95","N92",-0.01089,-0.01434,-0.00743
"B95","N93",0.00419,-0.00096,0.00934
"B95","N94",-0.0034,-0.0042,-0.0026
"B95","N95",-0.01366,-0.01849,-0.00884
"B95","O68",0.00122,-0.00109,0.00352
"B95","O70",-0.00041,-0.00049,-0.00033
"B96","A09",0.05755,0.04872,0.06638
"B96","A41",0.12401,0.11313,0.13488
"B96","B37",0.04876,0.04159,0.05594
"B96","B95",1,0.96838,1.03162
"B96","C18",0.00254,-5e-04,0.00557
"B96","C34",-0.00041,-0.00272,0.00191
"B96","C44",-0.01558,-0.01913,-0.01203
"B96","C50",-0.01926,-0.024,-0.01453
"B96","C77",0.01564,0.00934,0.02194
"B96","C78",0.02879,0.02167,0.03592
"B96","C79",0.02587,0.0193,0.03245
"B96","D05",-0.00515,-0.00681,-0.00349
"B96","D12",-0.01453,-0.01894,-0.01011
"B96","D17",-0.00325,-0.00532,-0.00118
"B96","D22",-0.00508,-0.0066,-0.00356
"B96","D23",-0.00382,-0.00467,-0.00296
"B96","D25",-0.00392,-0.00849,0.00064
"B96","D50",0.02529,0.01822,0.03236
"B96","D64",0.06577,0.05596,0.07559
"B96","D70",0.03562,0.02861,0.04263
"B96","E03",-0.02149,-0.02738,-0.0156
"B96","E04",-0.00038,-0.0028,0.00205
"B96","E05",0.00067,-0.00194,0.00328
"B96","E11",0.00192,-0.00395,0.00779
"B96","E55",0.01594,0.01141,0.02048
"B96","E66",0.00604,-0.00107,0.01314
"B96","E78",-0.01749,-0.02479,-0.01019
"B96","E83",0.05259,0.04516,0.06003
"B96","E86",0.06442,0.05666,0.07218
"B96","E87",0.11686,0.10648,0.12724
"B96","F05",0.04724,0.04162,0.05286
"B96","F10",0.00077,-0.00201,0.00355
"B96","F17",-0.0025,-0.00816,0.00317
"B96","F32",0.0211,0.01281,0.02938
"B96","F41",0.01954,0.01245,0.02664
"B96","G40",0.01018,0.00642,0.01395
"B96","G43",0.00209,-0.00233,0.00651
"B96","G47",0.00087,-0.00211,0.00385
"B96","G55",0.00404,-0.00019,0.00827
"B96","G56",-0.01203,-0.01476,-0.00931
"B96","H02",-0.00265,-0.00579,0.00049
"B96","H04",-0.0023,-0.00445,-0.00014
"B96","H25",-0.01614,-0.02181,-0.01046
"B96","H26",-0.02622,-0.03169,-0.02075
"B96","H35",-0.0065,-0.00969,-0.00331
"B96","H40",-0.00719,-0.01051,-0.00387
"B96","H52",-0.00426,-0.00791,-0.00061
"B96","H53",0.00501,0.00089,0.00913
"B96","H91",0.00784,0.00352,0.01217
"B96","I08",0.01055,0.00721,0.01388
"B96","I10",-0.00175,-0.01509,0.01158
"B96","I20",-0.00723,-0.01057,-0.0039
"B96","I21",0.00311,0.00015,0.00606
"B96","I25",0.00324,-0.00226,0.00873
"B96","I26",0.02355,0.01815,0.02895
"B96","I34",0.00515,0.00191,0.00838
"B96","I35",0.00284,0.00041,0.00527
"B96","I44",0.00099,-0.00195,0.00394
"B96","I47",0.00244,-0.00012,0.005
"B96","I48",0.02286,0.01618,0.02954
"B96","I49",0.00474,0.00136,0.00812
"B96","I50",0.02461,0.01988,0.02933
"B96","I51",0.01531,0.01107,0.01955
"B96","I63",0.00804,0.00463,0.01146
"B96","I67",0.02172,0.01734,0.0261
"B96","I73",0.00649,0.00287,0.0101
"B96","I80",0.01333,0.00882,0.01785
"B96","I83",-0.00408,-0.00681,-0.00135
"B96","I84",-0.01548,-0.01985,-0.0111
"B96","I95",0.06428,0.05593,0.07262
"B96","J18",0.0897,0.08019,0.09922
"B96","J22",0.04897,0.04207,0.05587
"B96","J34",-0.00209,-0.00393,-0.00025
"B96","J44",0.00453,0.00014,0.00893
"B96","J45",-0.02319,-0.02979,-0.01659
"B96","J47",0.01133,0.00777,0.01489
"B96","J90",0.06558,0.05699,0.07416
"B96","J96",0.03469,0.02909,0.0403
"B96","J98",0.04512,0.03831,0.05193
"B96","K02",-0.0013,-0.00346,0.00085
"B96","K13",-0.00126,-0.00358,0.00106
"B96","K20",0.00621,0.00141,0.01102
"B96","K21",0.00728,-0.00173,0.01628
"B96","K22",0.00294,-0.00174,0.00762
"B96","K25",0.01269,0.00823,0.01715
"B96","K29",0.0715,0.0595,0.0835
"B96","K30",-0.00772,-0.01172,-0.00373
"B96","K31",0.00504,-0.00081,0.01088
"B96","K43",0.01134,0.00726,0.01542
"B96","K44",0.0046,-0.00385,0.01304
"B96","K52",0.01069,0.00456,0.01682
"B96","K56",0.03306,0.02662,0.03951
"B96","K57",-0.02196,-0.03013,-0.01379
"B96","K58",-0.00402,-0.00838,0.00035
"B96","K59",0.08183,0.07171,0.09195
"B96","K62",-0.01034,-0.01618,-0.0045
"B96","K63",-0.006,-0.0119,-0.00011
"B96","K64",-0.00194,-0.00771,0.00383
"B96","K66",0.01641,0.01098,0.02184
"B96","K76",0.02689,0.02049,0.03328
"B96","K80",0.01634,0.00915,0.02354
"B96","K81",0.00292,0.00038,0.00546
"B96","K83",0.01224,0.00798,0.01651
"B96","K92",0.01562,0.00928,0.02197
"B96","L03",0.03802,0.03149,0.04454
"B96","L57",-0.00182,-0.00462,0.00099
"B96","L72",-0.00228,-0.00561,0.00106
"B96","L82",-0.00282,-0.00512,-0.00052
"B96","L90",-0.00028,-0.00299,0.00242
"B96","L98",0.00351,-0.00015,0.00716
"B96","M06",-0.00086,-0.00401,0.00228
"B96","M13",-0.01511,-0.02053,-0.00969
"B96","M15",0,-0.00411,0.00412
"B96","M16",-0.01406,-0.01889,-0.00922
"B96","M17",-0.02245,-0.02759,-0.01731
"B96","M19",-0.00135,-0.00867,0.00597
"B96","M20",-0.01498,-0.01802,-0.01194
"B96","M23",-0.01445,-0.0172,-0.01169
"B96","M25",0.01415,0.00739,0.02091
"B96","M35",-0.00305,-0.00532,-0.00077
"B96","M43",0.00239,-0.00041,0.00519
"B96","M47",0.01004,0.00448,0.01561
"B96","M48",0.00654,0.00269,0.01039
"B96","M51",0.005,-2e-04,0.01021
"B96","M54",0.01832,0.01093,0.0257
"B96","M65",-0.00585,-0.00843,-0.00326
"B96","M67",-0.00529,-0.0072,-0.00338
"B96","M75",-0.01078,-0.01385,-0.00771
"B96","M79",0.02124,0.01353,0.02895
"B96","M81",0.01977,0.01291,0.02664
"B96","M85",0.00738,0.00354,0.01122
"B96","N13",0.03487,0.02849,0.04125
"B96","N17",0.10927,0.09984,0.1187
"B96","N18",0.02492,0.01936,0.03049
"B96","N20",0.01298,0.00877,0.01718
"B96","N28",0.01954,0.01476,0.02432
"B96","N30",0.01197,0.008,0.01594
"B96","N32",0.01774,0.01223,0.02325
"B96","N39",0.51533,0.49868,0.53199
"B96","N73",0.00484,0.0011,0.00858
"B96","N80",-0.00068,-0.00359,0.00224
"B96","N81",-0.01081,-0.01605,-0.00557
"B96","N83",0.00152,-0.00287,0.0059
"B96","N84",-0.01186,-0.01575,-0.00797
"B96","N85",-0.00793,-0.01032,-0.00554
"B96","N88",-0.00165,-0.00401,0.00071
"B96","N90",-0.0025,-0.00409,-0.00091
"B96","N92",-0.00828,-0.01174,-0.00481
"B96","N93",0.00299,0.00013,0.00586
"B96","N94",-0.00228,-0.0035,-0.00105
"B96","N95",-0.00802,-0.01235,-0.00368
"B96","O68",-0.00045,-0.00053,-0.00037
"B96","O70",-3e-05,-0.00075,0.00068
"C18","A09",0.04848,0.03474,0.06223
"C18","A41",0.06972,0.05549,0.08396
"C18","B37",0.02873,0.01866,0.0388
"C18","B95",0.01065,0.00418,0.01711
"C18","B96",0.04335,0.03049,0.05622
"C18","C34",0.00122,-0.00334,0.00577
"C18","C44",-0.01995,-0.02383,-0.01607
"C18","C50",-0.02174,-0.02801,-0.01547
"C18","C77",0.22587,0.20313,0.24861
"C18","C78",0.27776,0.25363,0.30188
"C18","C79",0.10528,0.08829,0.12227
"C18","D05",-0.0061,-0.00794,-0.00427
"C18","D12",0.12329,0.10409,0.14249
"C18","D17",-0.00543,-0.00763,-0.00323
"C18","D22",-0.0038,-0.00685,-0.00075
"C18","D23",-0.00216,-0.00629,0.00197
"C18","D25",-0.00842,-0.01367,-0.00317
"C18","D50",0.09021,0.07159,0.10883
"C18","D64",0.11131,0.09165,0.13097
"C18","D70",0.06503,0.05089,0.07917
"C18","E03",-0.01114,-0.02157,-0.00071
"C18","E04",-2e-04,-0.00341,0.003
"C18","E05",0.00368,-0.00192,0.00927
"C18","E11",2e-05,-0.0097,0.00974
"C18","E55",0.00077,-0.00447,0.006
"C18","E66",0.01227,-0.00158,0.02611
"C18","E78",-0.00995,-0.02264,0.00274
"C18","E83",0.03969,0.02884,0.05054
"C18","E86",0.04924,0.03707,0.0614
"C18","E87",0.08808,0.07127,0.10489
"C18","F05",0.00692,0.00171,0.01212
"C18","F10",0.003,-0.00274,0.00874
"C18","F17",-0.00026,-0.0095,0.00898
"C18","F32",0.00168,-0.01197,0.01533
"C18","F41",0.00852,-0.00339,0.02042
"C18","G40",-0.00079,-0.00429,0.00272
"C18","G43",7e-04,-0.00584,0.00723
"C18","G47",-0.00393,-0.00774,-0.00011
"C18","G55",-0.00825,-0.01207,-0.00443
"C18","G56",-0.01802,-0.02078,-0.01527
"C18","H02",-0.00521,-0.00957,-0.00086
"C18","H04",-0.00691,-0.00846,-0.00536
"C18","H25",-0.03131,-0.03778,-0.02485
"C18","H26",-0.03516,-0.04354,-0.02679
"C18","H35",-0.00601,-0.01185,-0.00018
"C18","H40",-0.00559,-0.0107,-0.00048
"C18","H52",-0.00761,-0.01186,-0.00336
"C18","H53",-0.00621,-0.00905,-0.00337
"C18","H91",0.00668,-0.00015,0.01352
"C18","I08",-0.003,-0.00696,0.00096
"C18","I10",-0.02321,-0.04358,-0.00284
"C18","I20",-0.01122,-0.01643,-0.006
"C18","I21",-0.00451,-0.00802,-0.001
"C18","I25",-0.0146,-0.0217,-0.00751
"C18","I26",0.04279,0.03164,0.05394
"C18","I34",-0.00026,-0.00447,0.00394
"C18","I35",-0.00092,-0.00455,0.00272
"C18","I44",-0.00137,-0.00568,0.00294
"C18","I47",-9e-04,-0.00421,0.00242
"C18","I48",0.00137,-0.0062,0.00894
"C18","I49",-0.00414,-0.00733,-0.00095
"C18","I50",-0.00052,-0.00576,0.00473
"C18","I51",-0.0044,-0.00954,0.00074
"C18","I63",-0.00301,-0.00674,0.00072
"C18","I67",-0.00481,-0.00931,-0.00031
"C18","I73",0.00244,-0.00356,0.00845
"C18","I80",0.02333,0.01361,0.03305
"C18","I83",-0.00576,-0.00953,-0.002
"C18","I84",-0.00424,-0.01283,0.00434
"C18","I95",0.04871,0.03485,0.06256
"C18","J18",0.03814,0.02464,0.05165
"C18","J22",0.008,-3e-05,0.01603
"C18","J34",-0.00355,-0.00633,-0.00078
"C18","J44",-0.00864,-0.01462,-0.00266
"C18","J45",-0.01194,-0.02558,0.00171
"C18","J47",-0.00139,-0.00567,0.0029
"C18","J90",0.05337,0.03987,0.06687
"C18","J96",0.00807,0.00018,0.01595
"C18","J98",0.04082,0.02961,0.05204
"C18","K02",-0.00205,-0.0058,0.0017
"C18","K13",-0.00145,-0.00519,0.00229
"C18","K20",-0.00707,-0.01213,-0.00201
"C18","K21",0.01019,-0.00534,0.02572
"C18","K22",-0.00355,-0.01039,0.00328
"C18","K25",-4e-05,-0.00681,0.00672
"C18","K29",-0.01619,-0.02867,-0.00371
"C18","K30",-0.01461,-0.01916,-0.01006
"C18","K31",0.00355,-0.00509,0.01219
"C18","K43",0.03911,0.02911,0.04911
"C18","K44",-0.01033,-0.02348,0.00283
"C18","K52",0.05826,0.04388,0.07264
"C18","K56",0.14407,0.12434,0.1638
"C18","K57",0.08461,0.06514,0.10408
"C18","K58",-0.00497,-0.012,0.00206
"C18","K59",0.05915,0.04342,0.07488
"C18","K62",0.05332,0.03825,0.06838
"C18","K63",0.16494,0.14369,0.18619
"C18","K64",0.05892,0.04319,0.07464
"C18","K66",0.12203,0.10579,0.13828
"C18","K76",0.03427,0.02283,0.04571
"C18","K80",0.00522,-0.00614,0.01658
"C18","K81",0.00459,-0.00055,0.00973
"C18","K83",0.01543,0.00733,0.02353
"C18","K92",0.02832,0.0134,0.04323
"C18","L03",0.00239,-0.00402,0.0088
"C18","L57",-0.00364,-0.00635,-0.00092
"C18","L72",-0.00687,-0.0103,-0.00344
"C18","L82",-0.00261,-0.00628,0.00105
"C18","L90",-0.00476,-0.0064,-0.00312
"C18","L98",-0.00485,-0.00881,-0.00088
"C18","M06",-0.0051,-0.01045,0.00025
"C18","M13",0.0057,-0.00974,0.02113
"C18","M15",-0.01086,-0.01562,-0.00611
"C18","M16",-0.0258,-0.03103,-0.02058
"C18","M17",-0.02685,-0.03481,-0.0189
"C18","M19",-0.00955,-0.02267,0.00357
"C18","M20",-0.02014,-0.02364,-0.01664
"C18","M23",-0.01775,-0.02074,-0.01476
"C18","M25",-0.01526,-0.02258,-0.00794
"C18","M35",-0.00472,-0.00939,-5e-05
"C18","M43",-0.00376,-0.00667,-0.00085
"C18","M47",-0.00947,-0.01674,-0.0022
"C18","M48",-0.00357,-0.00932,0.00217
"C18","M51",-0.00904,-0.01733,-0.00075
"C18","M54",-0.00568,-0.01532,0.00396
"C18","M65",-0.01,-0.01261,-0.00739
"C18","M67",-0.00674,-0.00884,-0.00464
"C18","M75",-0.01441,-0.01921,-0.00962
"C18","M79",-0.0028,-0.01241,0.00682
"C18","M81",-0.00428,-0.01319,0.00462
"C18","M85",-0.0011,-0.00594,0.00374
"C18","N13",0.03209,0.02271,0.04146
"C18","N17",0.05678,0.04358,0.06998
"C18","N18",-0.00262,-0.00917,0.00393
"C18","N20",0.00192,-0.00285,0.0067
"C18","N28",0.01246,0.00436,0.02056
"C18","N30",-0.00344,-0.00668,-2e-04
"C18","N32",-0.00433,-0.00944,0.00078
"C18","N39",0.04337,0.02819,0.05856
"C18","N73",0.0125,0.00552,0.01948
"C18","N80",-5e-04,-0.00522,0.00422
"C18","N81",-0.02525,-0.03075,-0.01975
"C18","N83",0.00769,-0.00069,0.01606
"C18","N84",-0.01101,-0.01736,-0.00466
"C18","N85",-0.00387,-0.01123,0.00349
"C18","N88",-0.00154,-0.00411,0.00104
"C18","N90",-0.00555,-0.00688,-0.00421
"C18","N92",-0.01325,-0.01535,-0.01114
"C18","N93",0.00038,-0.00578,0.00655
"C18","N94",-0.00055,-0.00358,0.00248
"C18","N95",-0.01797,-0.02151,-0.01443
"C18","O68",-0.00045,-0.00053,-0.00037
"C18","O70",-4e-04,-0.00048,-0.00033
"C34","A09",0.00938,-0.00476,0.02353
"C34","A41",0.06498,0.04675,0.08321
"C34","B37",0.03693,0.02317,0.05068
"C34","B95",0.00627,-0.00234,0.01489
"C34","B96",0.01466,-0.0046,0.03393
"C34","C18",-0.00335,-0.00855,0.00185
"C34","C44",-0.02407,-0.0283,-0.01984
"C34","C50",-0.01356,-0.0268,-0.00033
"C34","C77",0.26488,0.23456,0.29519
"C34","C78",0.31953,0.28322,0.35585
"C34","C79",0.41077,0.37808,0.44346
"C34","D05",-0.00638,-0.00942,-0.00333
"C34","D12",-0.02675,-0.03258,-0.02092
"C34","D17",0,-0.00833,0.00833
"C34","D22",-0.0055,-0.00713,-0.00388
"C34","D23",-0.00361,-0.00571,-0.00151
"C34","D25",-0.01276,-0.02261,-0.00291
"C34","D50",-0.01196,-0.02221,-0.00172
"C34","D64",0.04956,0.02786,0.07127
"C34","D70",0.07409,0.05449,0.09369
"C34","E03",-0.0176,-0.03092,-0.00427
"C34","E04",0.00278,-0.00253,0.00808
"C34","E05",0.00098,-0.00405,0.006
"C34","E11",-0.00955,-0.01952,0.00041
"C34","E55",0.00335,-0.00415,0.01085
"C34","E66",-0.00683,-0.02879,0.01514
"C34","E78",-0.02183,-0.038,-0.00566
"C34","E83",0.04347,0.02478,0.06215
"C34","E86",0.04197,0.02531,0.05864
"C34","E87",0.07151,0.05278,0.09025
"C34","F05",0.00882,0.00315,0.01449
"C34","F10",-0.004,-0.00665,-0.00136
"C34","F17",0.01619,-0.00049,0.03288
"C34","F32",0.00785,-0.018,0.0337
"C34","F41",0.01866,0.00085,0.03647
"C34","G40",0.00305,-0.00431,0.01041
"C34","G43",-0.00207,-0.01162,0.00748
"C34","G47",-0.00352,-0.01158,0.00453
"C34","G55",0.00787,-0.00472,0.02045
"C34","G56",-0.01731,-0.02571,-0.00891
"C34","H02",-0.00877,-0.0147,-0.00284
"C34","H04",-0.00536,-0.00788,-0.00284
"C34","H25",-0.03973,-0.04955,-0.0299
"C34","H26",-0.0505,-0.06085,-0.04014
"C34","H35",-0.01056,-0.01918,-0.00193
"C34","H40",-0.01269,-0.01802,-0.00736
"C34","H52",-0.0133,-0.01665,-0.00996
"C34","H53",0.00277,-0.00683,0.01237
"C34","H91",-0.00806,-0.01167,-0.00444
"C34","I08",-0.00225,-0.00582,0.00132
"C34","I10",-0.03396,-0.06422,-0.0037
"C34","I20",-0.01616,-0.0222,-0.01012
"C34","I21",-0.00445,-0.00748,-0.00142
"C34","I25",-0.01868,-0.02847,-0.00889
"C34","I26",0.09503,0.07035,0.1197
"C34","I34",-0.00354,-0.00674,-0.00034
"C34","I35",-0.00267,-0.00623,9e-04
"C34","I44",-0.00623,-0.01013,-0.00233
"C34","I47",-0.0024,-0.00709,0.00229
"C34","I48",0.03122,0.01776,0.04468
"C34","I49",-0.0026,-0.00763,0.00243
"C34","I50",0.00488,-0.00364,0.01339
"C34","I51",-0.00161,-0.00863,0.0054
"C34","I63",0.00617,-0.00598,0.01832
"C34","I67",0.01017,-0.00178,0.02211
"C34","I73",-6e-05,-0.00408,0.00396
"C34","I80",0.02892,0.01083,0.04701
"C34","I83",-0.01137,-0.0138,-0.00895
"C34","I84",-0.0278,-0.03203,-0.02358
"C34","I95",0.02513,0.01192,0.03834
"C34","J18",0.15157,0.12521,0.17794
"C34","J22",0.08724,0.06558,0.1089
"C34","J34",-0.00569,-0.00681,-0.00458
"C34","J44",0.04732,0.02961,0.06504
"C34","J45",-0.02899,-0.04433,-0.01365
"C34","J47",0.00509,-0.00319,0.01338
"C34","J90",0.15718,0.12419,0.19016
"C34","J96",0.02099,0.00779,0.03419
"C34","J98",0.11208,0.08968,0.13448
"C34","K02",-0.00579,-0.00822,-0.00336
"C34","K13",-0.00203,-0.0061,0.00205
"C34","K20",-0.00233,-0.00933,0.00466
"C34","K21",-0.00916,-0.02983,0.0115
"C34","K22",-0.0102,-0.01722,-0.00318
"C34","K25",-0.00634,-0.01192,-0.00076
"C34","K29",-0.05561,-0.06457,-0.04664
"C34","K30",-0.01814,-0.022,-0.01429
"C34","K31",-0.02162,-0.02879,-0.01444
"C34","K43",-0.00223,-0.00867,0.00421
"C34","K44",-0.04936,-0.05905,-0.03967
"C34","K52",0.00579,-0.00891,0.02049
"C34","K56",-0.00127,-0.01093,0.00839
"C34","K57",-0.05295,-0.06662,-0.03929
"C34","K58",-0.00275,-0.01734,0.01184
"C34","K59",0.08338,0.05648,0.11028
"C34","K62",-0.03083,-0.03655,-0.0251
"C34","K63",-0.02127,-0.03231,-0.01024
"C34","K64",-0.01404,-0.02383,-0.00426
"C34","K66",-0.00543,-0.01204,0.00118
"C34","K76",0.00693,-0.00291,0.01677
"C34","K80",-0.01593,-0.02444,-0.00741
"C34","K81",-0.00344,-0.00608,-8e-04
"C34","K83",0.00151,-0.00391,0.00693
"C34","K92",-0.01056,-0.01977,-0.00136
"C34","L03",0.00194,-0.00953,0.01341
"C34","L57",-0.00753,-0.00888,-0.00618
"C34","L72",-0.00987,-0.01068,-0.00906
"C34","L82",-0.00742,-0.0081,-0.00674
"C34","L90",-0.00044,-0.0059,0.00502
"C34","L98",-0.00377,-0.01023,0.00269
"C34","M06",-0.00492,-0.01202,0.00218
"C34","M13",-0.01928,-0.03333,-0.00524
"C34","M15",-0.0179,-0.02113,-0.01468
"C34","M16",-0.02871,-0.03864,-0.01877
"C34","M17",-0.0469,-0.05294,-0.04086
"C34","M19",-0.01158,-0.02918,0.00601
"C34","M20",-0.02507,-0.02793,-0.02221
"C34","M23",-0.02086,-0.02297,-0.01874
"C34","M25",-0.00477,-0.02113,0.01159
"C34","M35",-0.0089,-0.01185,-0.00594
"C34","M43",-0.00569,-0.00814,-0.00325
"C34","M47",-0.01107,-0.02114,-0.00099
"C34","M48",-0.00032,-0.01137,0.01073
"C34","M51",-0.00652,-0.01492,0.00188
"C34","M54",0.00461,-0.01381,0.02304
"C34","M65",-0.01273,-0.01416,-0.0113
"C34","M67",-0.00738,-0.00901,-0.00574
"C34","M75",-0.01647,-0.0192,-0.01374
"C34","M79",0.00106,-0.01368,0.01581
"C34","M81",-0.00747,-0.0168,0.00187
"C34","M85",-0.00523,-0.01052,6e-05
"C34","N13",0.00017,-0.00885,0.00918
"C34","N17",0.0459,0.02791,0.0639
"C34","N18",-0.00964,-0.02214,0.00287
"C34","N20",-0.00394,-0.00597,-0.00191
"C34","N28",0.00387,-0.00252,0.01027
"C34","N30",-0.00659,-0.00837,-0.00482
"C34","N32",-0.00755,-0.01165,-0.00345
"C34","N39",0.01882,0.00041,0.03723
"C34","N73",-0.00648,-0.00755,-0.0054
"C34","N80",-0.00621,-0.0065,-0.00591
"C34","N81",-0.0276,-0.03501,-0.0202
"C34","N83",-0.00465,-0.01031,0.00102
"C34","N84",-0.02147,-0.02393,-0.019
"C34","N85",-0.01099,-0.01399,-0.00798
"C34","N88",-0.00236,-0.00726,0.00254
"C34","N90",-0.00506,-0.00708,-0.00304
"C34","N92",-0.01352,-0.01518,-0.01186
"C34","N93",0.00071,-0.008,0.00943
"C34","N94",-0.00397,-0.00431,-0.00362
"C34","N95",-0.01931,-0.02527,-0.01335
"C34","O68",-0.00043,-0.00051,-0.00035
"C34","O70",-0.00038,-0.00046,-0.00031
"C44","A09",-0.01004,-0.01514,-0.00494
"C44","A41",-0.00659,-0.00974,-0.00345
"C44","B37",-0.00301,-0.00532,-7e-04
"C44","B95",0.0019,-0.00335,0.00716
"C44","B96",-0.00994,-0.01348,-0.00639
"C44","C18",-0.00303,-0.00467,-0.00139
"C44","C34",-0.00223,-0.00612,0.00167
"C44","C50",-0.01716,-0.02142,-0.01291
"C44","C77",0.00056,-0.00509,0.00622
"C44","C78",-0.00401,-0.00771,-3e-04
"C44","C79",-0.00027,-0.00377,0.00323
"C44","D05",-0.00306,-0.00487,-0.00125
"C44","D12",-0.01124,-0.01688,-0.00559
"C44","D17",-0.00313,-0.00505,-0.00122
"C44","D22",0.02673,0.02203,0.03144
"C44","D23",0.01361,0.00846,0.01877
"C44","D25",-0.01009,-0.01507,-0.0051
"C44","D50",-0.00981,-0.01426,-0.00536
"C44","D64",-0.01137,-0.01602,-0.00673
"C44","D70",-0.00311,-0.00605,-0.00016
"C44","E03",-0.02074,-0.0267,-0.01479
"C44","E04",-0.00174,-0.00364,0.00016
"C44","E05",-0.00315,-0.00531,-0.00098
"C44","E11",-0.00615,-0.01327,0.00097
"C44","E55",-0.00011,-0.00304,0.00283
"C44","E66",-0.00598,-0.0134,0.00144
"C44","E78",-0.01452,-0.02186,-0.00717
"C44","E83",-0.00024,-0.00336,0.00287
"C44","E86",-0.00367,-0.00697,-0.00037
"C44","E87",-0.00569,-0.01054,-0.00084
"C44","F05",-0.00146,-0.00361,7e-04
"C44","F10",-0.00332,-0.00483,-0.0018
"C44","F17",-0.00481,-0.0113,0.00168
"C44","F32",-0.01204,-0.01809,-0.00598
"C44","F41",-0.00609,-0.01145,-0.00073
"C44","G40",-0.00193,-0.00407,0.00022
"C44","G43",-0.0048,-0.00805,-0.00155
"C44","G47",-0.0013,-0.00493,0.00233
"C44","G55",-0.00491,-0.00747,-0.00235
"C44","G56",-0.01016,-0.01312,-0.00721
"C44","H02",0.00356,0.00011,0.00702
"C44","H04",-0.00225,-0.00415,-0.00035
"C44","H25",-0.01469,-0.01899,-0.01039
"C44","H26",-0.0297,-0.03424,-0.02515
"C44","H35",-0.00661,-0.00923,-0.00399
"C44","H40",-0.00694,-0.00997,-0.0039
"C44","H52",-0.00247,-0.0052,0.00026
"C44","H53",-0.00373,-0.00598,-0.00148
"C44","H91",-0.00144,-0.00403,0.00114
"C44","I08",-0.00212,-0.00451,0.00027
"C44","I10",-0.01857,-0.03027,-0.00686
"C44","I20",-0.0118,-0.01477,-0.00884
"C44","I21",-0.00653,-0.0083,-0.00476
"C44","I25",-0.01557,-0.01951,-0.01162
"C44","I26",-0.00294,-0.00572,-0.00015
"C44","I34",-0.00386,-0.00568,-0.00204
"C44","I35",-0.00268,-0.00429,-0.00107
"C44","I44",-0.00358,-0.00583,-0.00133
"C44","I47",-0.00321,-0.00493,-0.00149
"C44","I48",-0.00936,-0.0134,-0.00531
"C44","I49",-0.00221,-0.00427,-0.00016
"C44","I50",-0.00335,-0.00632,-0.00038
"C44","I51",-0.00399,-0.00677,-0.00121
"C44","I63",-0.00501,-0.00654,-0.00348
"C44","I67",-0.00135,-0.00387,0.00117
"C44","I73",-0.00168,-0.00579,0.00244
"C44","I80",-0.00361,-0.00543,-0.0018
"C44","I83",-0.00473,-0.00729,-0.00217
"C44","I84",-0.02512,-0.02754,-0.02271
"C44","I95",-0.00856,-0.01219,-0.00492
"C44","J18",-0.01008,-0.01423,-0.00592
"C44","J22",-0.00955,-0.01283,-0.00628
"C44","J34",0.00044,-0.00193,0.00281
"C44","J44",-0.00938,-0.01287,-0.0059
"C44","J45",-0.0247,-0.03071,-0.01869
"C44","J47",-0.00119,-0.0036,0.00122
"C44","J90",-0.00543,-0.00895,-0.00191
"C44","J96",-0.00237,-0.00507,0.00034
"C44","J98",-0.00279,-0.00664,0.00107
"C44","K02",-0.00243,-0.00448,-0.00037
"C44","K13",-0.00109,-0.00316,0.00098
"C44","K20",-0.0066,-0.01121,-0.00199
"C44","K21",-0.01563,-0.02432,-0.00694
"C44","K22",-0.0106,-0.0134,-0.0078
"C44","K25",-0.00628,-0.00803,-0.00453
"C44","K29",-0.03288,-0.03993,-0.02583
"C44","K30",-0.01316,-0.01641,-0.00991
"C44","K31",-0.01121,-0.01469,-0.00772
"C44","K43",-0.00273,-0.00438,-0.00108
"C44","K44",-0.03554,-0.04123,-0.02984
"C44","K52",-0.01596,-0.01925,-0.01268
"C44","K56",-0.00576,-0.00849,-0.00302
"C44","K57",-0.03596,-0.04377,-0.02815
"C44","K58",-0.01111,-0.01419,-0.00803
"C44","K59",-0.01139,-0.01648,-0.00631
"C44","K62",-0.01872,-0.02397,-0.01347
"C44","K63",-0.01837,-0.02286,-0.01389
"C44","K64",-0.00268,-0.00937,0.00401
"C44","K66",-0.00414,-0.00853,0.00026
"C44","K76",-0.0019,-0.00641,0.00261
"C44","K80",-0.01766,-0.02169,-0.01362
"C44","K81",-0.00315,-0.00452,-0.00178
"C44","K83",-0.00271,-0.00483,-6e-04
"C44","K92",-0.00984,-0.01642,-0.00327
"C44","L03",-0.00363,-0.00684,-0.00042
